Lat,Lon,Pop Density,Intersections,Pedways,Bikeways,POIs,Transit,WalkScore
41.9537,-87.7276,20472.44,63.66,2052.46,5.09,113.32,86.58,92
41.903,-87.6518,6670.96,100.59,1992.62,211.36,357.78,75.12,66
41.7478,-87.5959,8487.8,14.01,1941.69,5.09,99.31,87.85,70
41.907,-87.6521,6670.96,106.95,1934.05,141.33,406.16,86.58,84
41.6652,-87.6086,1719.8,1.27,184.62,0.0,20.37,17.83,4
41.8915,-87.641,45631.0,295.39,3687.3,224.09,1130.64,221.54,93
41.9773,-87.8392,22366.1,50.93,738.48,7.64,115.86,64.94,69
41.6797,-87.683,7906.25,5.09,529.67,2.55,30.56,30.56,69
41.9568,-87.7882,4997.45,36.92,869.62,2.55,162.97,61.12,78
41.8348,-87.6913,11602.74,42.02,1030.05,20.37,68.75,104.41,28
41.7005,-87.5934,433.81,3.82,138.78,0.0,48.38,30.56,25
41.9449,-87.7581,19815.69,16.55,190.99,14.01,70.03,61.12,73
41.8525,-87.7174,12296.77,68.75,2262.55,25.46,123.5,179.53,79
41.7284,-87.5404,5585.25,19.1,914.19,25.46,72.57,64.94,45
41.9482,-87.6566,20417.91,143.88,1846.2,63.66,655.72,180.8,97
41.8061,-87.7352,16034.39,15.28,1451.49,0.0,76.39,101.86,65
41.8027,-87.6932,6476.53,34.38,1170.11,0.0,100.59,133.69,72
41.8332,-87.7123,2505.41,17.83,821.24,1.27,29.28,81.49,39
41.8296,-87.6585,8119.05,19.1,1391.65,1.27,119.68,86.58,66
41.9544,-87.7665,13578.12,19.1,627.71,0.0,143.88,59.84,74
41.7861,-87.6474,7379.31,19.1,2201.43,14.01,108.23,131.14,61
41.8624,-87.6774,3083.24,114.59,1755.8,42.02,178.25,185.89,56
41.6751,-87.6538,4621.3,14.01,1478.23,0.0,58.57,66.21,23
41.7037,-87.6679,7390.12,8.91,303.03,14.01,22.92,44.56,61
41.9203,-87.6956,21934.31,50.93,2453.53,113.32,406.16,141.33,92
41.8736,-87.6682,3876.4,170.61,2871.16,156.61,2835.5,247.01,87
41.8712,-87.7047,17816.9,73.85,2260.0,47.11,178.25,212.63,72
41.9508,-87.7612,16558.59,15.28,530.94,3.82,119.68,61.12,74
41.7103,-87.6805,7036.89,10.19,362.87,1.27,43.29,43.29,82
41.9932,-87.9398,616.14,10.19,0.0,0.0,20.37,7.64,22
41.9299,-87.6873,7638.74,95.49,2088.11,117.14,299.21,84.03,89
41.8842,-87.6464,34964.44,289.03,3894.84,159.15,1560.99,290.3,99
